Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
21,Czech Republic,Central and Eastern Europe,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2018
22,Malta,Western Europe,6.627,1.27,1.525,0.884,0.645,0.142,0.376,2018
23,France,Western Europe,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2018
24,Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2018
25,Chile,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.061,0.197,2018
26,Taiwan,Eastern Asia,6.441,1.365,1.436,0.857,0.418,0.078,0.151,2018
27,Panama,Latin America and Caribbean,6.43,1.112,1.438,0.759,0.597,0.063,0.125,2018
28,Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.088,0.11,2018
29,Argentina,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.57,0.054,0.062,2018
30,Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2018
31,Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.771,0.625,0.155,0.13,2018
32,Qatar,Middle East and Northern Africa,6.374,1.649,1.303,0.748,0.654,0.171,0.256,2018
33,Saudi Arabia,Middle East and Northern Africa,6.371,1.379,1.331,0.633,0.509,0.127,0.098,2018
34,Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.457,0.261,2018
35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2018
36,Spain,Western Europe,6.31,1.251,1.538,0.965,0.449,0.074,0.142,2018
37,Colombia,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2018
38,Trinidad & Tobago,-,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2018
39,Slovakia,Central and Eastern Europe,6.173,1.21,1.537,0.776,0.354,0.014,0.118,2018
40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018
41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2018
42,Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.064,0.108,2018
43,Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018
44,Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018
45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018
46,Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.029,0.364,2018
47,Italy,Western Europe,6,1.264,1.501,0.946,0.281,0.028,0.137,2018
48,Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018
49,Belize,-,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2018
50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2018
51,Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.051,0.16,2018
52,Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.001,0.088,2018
53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018
54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.15,0.079,2018
55,Mauritius,Sub-Saharan Africa,5.891,1.09,1.387,0.684,0.584,0.05,0.245,2018
56,Jamaica,Latin America and Caribbean,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2018
57,South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.051,0.175,2018
58,Northern Cyprus,-,5.835,1.229,1.211,0.909,0.495,0.154,0.179,2018
59,Russia,Central and Eastern Europe,5.81,1.151,1.479,0.599,0.399,0.025,0.065,2018
60,Kazakhstan,Central and Eastern Europe,5.79,1.143,1.516,0.631,0.454,0.121,0.148,2018
61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018
62,Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2018
63,Estonia,Central and Eastern Europe,5.739,1.2,1.532,0.737,0.553,0.174,0.086,2018
64,Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.074,0.162,2018
65,Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.53,0.034,0.092,2018
66,Kosovo,Central and Eastern Europe,5.662,0.855,1.23,0.578,0.448,0.023,0.274,2018
67,Moldova,Central and Eastern Europe,5.64,0.657,1.301,0.62,0.232,0,0.171,2018
68,Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.037,0.199,2018
69,Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.022,0.061,2018
70,Libya,Middle East and Northern Africa,5.566,0.985,1.35,0.553,0.496,0.148,0.116,2018
71,Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.105,0.12,2018
72,Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2018
73,Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.7,0.307,0.154,0.101,2018
74,Turkey,Middle East and Northern Africa,5.483,1.148,1.38,0.686,0.324,0.109,0.106,2018
75,Pakistan,Southern Asia,5.472,0.652,0.81,0.424,0.334,0.113,0.216,2018
76,Hong Kong,Eastern Asia,5.43,1.405,1.29,1.03,0.524,0.291,0.246,2018
77,Portugal,Western Europe,5.41,1.188,1.429,0.884,0.562,0.017,0.055,2018
78,Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.043,0.134,2018
79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.044,0,2018
80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018
81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.081,0.111,2018
82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.38,0.039,0.12,2018
83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.106,0.12,2018
84,Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2018
85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2018
86,China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.103,0.029,2018
87,Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.43,0.176,0.031,2018
88,Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.034,0.187,2018
89,Macedonia,Central and Eastern Europe,5.185,0.959,1.239,0.691,0.394,0.052,0.173,2018
90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.134,0.13,2018
91,Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2018
92,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,1.416,0.594,0.54,0.035,0.281,2018
93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.28,0,0.216,2018
94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,2018
95,Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.079,0.177,2018
96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018
97,Bhutan,Southern Asia,5.082,0.796,1.335,0.527,0.541,0.171,0.364,2018
98,Somalia,-,4.982,0,0.712,0.115,0.674,0.282,0.238,2018
99,Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2018
100,Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.009,0.064,2018
101,Nepal,Southern Asia,4.88,0.425,1.228,0.539,0.526,0.078,0.302,2018
102,Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018
103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018
104,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.076,0.086,2018
105,South Africa,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.056,0.103,2018
106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018
107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2018
108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018
109,Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2018
110,Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.174,0.23,2018
111,Tunisia,Middle East and Northern Africa,4.592,0.9,0.906,0.69,0.271,0.063,0.04,2018
112,Albania,Central and Eastern Europe,4.586,0.916,0.817,0.79,0.419,0.032,0.149,2018
113,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0,0.355,0.053,0.238,2018
114,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2018
115,Bangladesh,Southern Asia,4.5,0.532,0.85,0.579,0.58,0.144,0.153,2018
116,Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.05,0.307,2018
117,Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.095,0.148,2018
118,Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2018
119,Namibia,-,4.441,0.874,1.281,0.365,0.519,0.064,0.051,2018
120,Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.065,0.256,2018
121,Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2018
122,Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018
123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2018
124,Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.055,0.352,2018
125,Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.082,0.221,2018
126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.093,0.134,2018
127,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.146,0.22,2018
128,Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.215,0.038,2018
129,Armenia,Central and Eastern Europe,4.321,0.816,0.99,0.666,0.26,0.028,0.077,2018
130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.178,0.598,2018
131,Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2018
132,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2018
133,India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.093,0.172,2018
134,Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2018
135,Uganda,Sub-Saharan Africa,4.161,0.322,1.09,0.237,0.45,0.061,0.259,2018
136,Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2018
137,Sudan,Sub-Saharan Africa,4.139,0.605,1.24,0.312,0.016,0.082,0.134,2018
138,Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.011,0.187,2018
139,Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2018
140,Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018
141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018
142,Angola,Sub-Saharan Africa,3.795,0.73,1.125,0.269,0,0.061,0.079,2018
143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018
144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.099,0.132,2018
145,Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2018
146,Botswana,Sub-Saharan Africa,3.59,1.017,1.174,0.417,0.557,0.092,0.042,2018
147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.08,0.21,2018
148,Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018
149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.03,0.206,2018
150,Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.144,0.376,2018
151,Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.4,0.636,0.444,0.2,2018
152,Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.064,0.083,2018
153,Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.097,0.27,2018
154,South Sudan,-,3.254,0.337,0.608,0.177,0.112,0.106,0.224,2018
155,Central African Republic,Sub-Saharan Africa,3.083,0.024,0,0.01,0.305,0.038,0.218,2018
156,Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.076,0.149,2018
1,Finland,Western Europe,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2019
2,Denmark,Western Europe,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2019
3,Norway,Western Europe,7.554,1.488,1.582,1.028,0.603,0.341,0.271,2019
4,Iceland,Western Europe,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2019
5,Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2019
6,Switzerland,Western Europe,7.48,1.452,1.526,1.052,0.572,0.343,0.263,2019
7,Sweden,Western Europe,7.343,1.387,1.487,1.009,0.574,0.373,0.267,2019
8,New Zealand,Australia and New Zealand,7.307,1.303,1.557,1.026,0.585,0.38,0.33,2019
9,Canada,North America,7.278,1.365,1.505,1.039,0.584,0.308,0.285,2019
10,Austria,Western Europe,7.246,1.376,1.475,1.016,0.532,0.226,0.244,2019
11,Australia,Australia and New Zealand,7.228,1.372,1.548,1.036,0.557,0.29,0.332,2019
12,Costa Rica,Latin America and Caribbean,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2019
13,Israel,Middle East and Northern Africa,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2019
14,Luxembourg,Western Europe,7.09,1.609,1.479,1.012,0.526,0.316,0.194,2019
15,United Kingdom,Western Europe,7.054,1.333,1.538,0.996,0.45,0.278,0.348,2019
16,Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.31,0.298,2019
17,Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2019
18,Belgium,Western Europe,6.923,1.356,1.504,0.986,0.473,0.21,0.16,2019
19,United States,North America,6.892,1.433,1.457,0.874,0.454,0.128,0.28,2019
20,Czech Republic,Central and Eastern Europe,6.852,1.269,1.487,0.92,0.457,0.036,0.046,2019
21,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,1.31,0.825,0.598,0.182,0.262,2019
22,Malta,Western Europe,6.726,1.3,1.52,0.999,0.564,0.151,0.375,2019
23,Mexico,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.073,0.074,2019
24,France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2019
25,Taiwan,Eastern Asia,6.446,1.368,1.43,0.914,0.351,0.097,0.242,2019
26,Chile,Latin America and Caribbean,6.444,1.159,1.369,0.92,0.357,0.056,0.187,2019
27,Guatemala,Latin America and Caribbean,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2019
28,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,1.357,0.795,0.439,0.132,0.08,2019
29,Qatar,Middle East and Northern Africa,6.374,1.684,1.313,0.871,0.555,0.167,0.22,2019
30,Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.079,0.153,2019
31,Panama,Latin America and Caribbean,6.321,1.149,1.442,0.91,0.516,0.054,0.109,2019
32,Brazil,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.086,0.099,2019
33,Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.15,0.127,2019
34,Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.453,0.271,2019
35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2019
36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.03,0.158,2019
37,Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.11,0.255,2019
38,Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.014,0.121,2019
39,Trinidad & Tobago,-,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2019
40,Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.05,0.117,2019
41,Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.24,0.322,2019
42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019
43,Colombia,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.034,0.099,2019
44,Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.057,0.144,2019
45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2019
46,Kosovo,Central and Eastern Europe,6.1,0.882,1.232,0.758,0.489,0.006,0.262,2019
47,Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.05,0.066,2019
48,Romania,Central and Eastern Europe,6.07,1.162,1.232,0.825,0.462,0.005,0.083,2019
49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.041,0.19,2019
50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019
51,Kuwait,Middle East and Northern Africa,6.021,1.5,1.319,0.808,0.493,0.097,0.142,2019
52,Thailand,Southeastern Asia,6.008,1.05,1.409,0.828,0.557,0.028,0.359,2019
53,Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2019
54,South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.056,0.175,2019
55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019
56,Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2019
57,Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.06,0.215,2019
58,Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.14,0.069,2019
59,Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2019
60,Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.41,0.096,0.146,2019
61,Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2019
62,Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2019
63,Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.08,0.184,2019
64,Northern Cyprus,-,5.718,1.263,1.252,1.042,0.417,0.162,0.191,2019
65,Peru,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.027,0.083,2019
66,Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.025,0.047,2019
67,Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.098,0.22,2019
68,Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.031,0.082,2019
69,Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.107,0.117,2019
70,Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.039,0.137,2019
71,Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0,0.181,2019
72,Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.152,0.133,2019
73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.08,0.142,2019
74,Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.144,0.23,2019
75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.022,0.119,2019
76,Hong Kong,Eastern Asia,5.43,1.438,1.277,1.122,0.44,0.287,0.258,2019
77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.101,0.113,2019
78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.006,0.263,2019
79,Turkey,Middle East and Northern Africa,5.373,1.183,1.36,0.808,0.195,0.106,0.083,2019
80,Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.024,0.26,2019
81,Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.142,0.094,2019
82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.034,0,2019
83,Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.038,0.235,2019
84,North Macedonia,-,5.274,0.983,1.294,0.838,0.345,0.034,0.185,2019
85,Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.041,0.215,2019
86,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.023,0.3,2019
87,Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.028,0.244,2019
88,Algeria,Middle East and Northern Africa,5.211,1.002,1.16,0.785,0.086,0.114,0.073,2019
89,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2019
90,Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.182,0.035,2019
91,Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.027,0.166,2019
92,Indonesia,Southeastern Asia,5.192,0.931,1.203,0.66,0.491,0.028,0.498,2019
93,China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.1,0.058,2019
94,Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.073,0.147,2019
95,Bhutan,Southern Asia,5.082,0.813,1.321,0.604,0.457,0.167,0.37,2019
96,Cameroon,Sub-Saharan Africa,5.044,0.549,0.91,0.331,0.381,0.037,0.187,2019
97,Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.004,0.081,2019
98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2019
99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2019
100,Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.089,0.285,2019
101,Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.13,0.11,2019
102,Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.082,0.175,2019
103,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.093,0.105,2019
104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019
105,Laos,Southeastern Asia,4.796,0.764,1.03,0.551,0.547,0.164,0.266,2019
106,South Africa,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13,2019
107,Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.027,0.178,2019
108,Venezuela,Latin America and Caribbean,4.707,0.96,1.427,0.805,0.154,0.047,0.064,2019
109,Cambodia,Southeastern Asia,4.7,0.574,1.122,0.637,0.609,0.062,0.232,2019
110,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.066,0.103,2019
111,Senegal,Sub-Saharan Africa,4.681,0.45,1.134,0.571,0.292,0.072,0.153,2019
112,Somalia,-,4.668,0,0.698,0.268,0.559,0.27,0.243,2019
113,Namibia,-,4.639,0.879,1.313,0.477,0.401,0.056,0.07,2019
114,Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2019
115,Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2019
116,Armenia,Central and Eastern Europe,4.559,0.85,1.055,0.815,0.283,0.064,0.095,2019
117,Iran,Middle East and Northern Africa,4.548,1.1,0.842,0.785,0.305,0.125,0.27,2019
118,Guinea,Sub-Saharan Africa,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2019
119,Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019
120,Gambia,-,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019
121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019
122,Mauritania,Sub-Saharan Africa,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2019
123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2019
124,Tunisia,Middle East and Northern Africa,4.461,0.921,1,0.815,0.167,0.055,0.059,2019
125,Bangladesh,Southern Asia,4.456,0.562,0.928,0.723,0.527,0.143,0.166,2019
126,Iraq,Middle East and Northern Africa,4.437,1.043,0.98,0.574,0.241,0.089,0.148,2019
127,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,1.125,0.357,0.269,0.053,0.212,2019
128,Mali,Sub-Saharan Africa,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2019
129,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.045,0.252,2019
130,Sri Lanka,Southern Asia,4.366,0.949,1.265,0.831,0.47,0.047,0.244,2019
131,Myanmar,Southeastern Asia,4.36,0.71,1.181,0.555,0.525,0.172,0.566,2019
132,Chad,Sub-Saharan Africa,4.35,0.35,0.766,0.192,0.174,0.078,0.198,2019
133,Ukraine,Central and Eastern Europe,4.332,0.82,1.39,0.739,0.178,0.01,0.187,2019
134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.1,0.209,2019
135,Swaziland,Sub-Saharan Africa,4.212,0.811,1.149,0,0.313,0.135,0.074,2019
136,Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.06,0.252,2019
137,Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019
138,Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.087,0.247,2019
139,Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.41,0.293,0.085,0.177,2019
140,India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.085,0.2,2019
141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.37,0.033,0.233,2019
142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019
143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.041,0.169,2019
144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019
145,Burundi,Sub-Saharan Africa,3.775,0.046,0.447,0.38,0.22,0.18,0.176,2019
146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.089,0.151,2019
147,Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.11,0.419,2019
148,Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.1,0.025,2019
149,Syria,Middle East and Northern Africa,3.462,0.619,0.378,0.44,0.013,0.141,0.331,2019
150,Malawi,Sub-Saharan Africa,3.41,0.191,0.56,0.495,0.443,0.089,0.218,2019
